funding_total_usd,funding_rounds,seed,venture,angel,grant,private_equity,debt_financing,equity_crowdfunding,convertible_note,undisclosed,product_crowdfunding,post_ipo_equity,post_ipo_debt,secondary_market,round_A,round_B,round_C,founded_year,founded_month,founded_quarter,geo_cluster,log_funding_total_usd,log_seed,log_venture,log_angel,log_grant,log_private_equity,log_debt_financing,log_equity_crowdfunding,log_convertible_note,log_undisclosed,log_product_crowdfunding,log_post_ipo_equity,log_post_ipo_debt,log_secondary_market,has_round_A,has_round_B,has_round_C,round_D_plus,days_to_first_funding,market_enc_acquired,market_enc_closed,country_code_enc_acquired,country_code_enc_closed,status_code
108189.0,4.0,94599.0,0.0,0.0,0.0,0.0,0.0,0.0,13590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,1.0,GBR,11.59164421968162,11.45741275503997,0.0,0.0,0.0,0.0,0.0,0.0,9.517163087955348,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,212.0,0.0,0.0,0.05456852791878172,0.061548223350253804,1
5000000.0,1.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,2009.0,1.0,1.0,CHN,15.424948670398354,0.0,15.424948670398354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,578.0,0.13821138211382114,0.07967479674796749,0.02335766423357664,0.032116788321167884,1
150000.0,1.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,1.0,ISR,11.918397239722838,11.918397239722838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,120.0,0.025957170668397145,0.024010382868267358,0.09237875288683603,0.06466512702078522,1
7000000.0,1.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,10.0,4.0,ISR,15.76142084987672,0.0,0.0,0.0,0.0,0.0,15.76142084987672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3151.0,0.05970149253731343,0.04477611940298507,0.09237875288683603,0.06466512702078522,1
4650000.0,2.0,150000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,2011.0,1.0,1.0,USA-NY,15.35237799261728,11.918397239722838,15.319588176962746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,160.0,0.0,0.1111111111111111,0.10379324718632764,0.05210504376823676,1
32500.0,1.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,1.0,USA-NY,10.389026137075234,10.389026137075234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,592.0,0.0234375,0.0546875,0.10379324718632764,0.05210504376823676,1
750000.0,1.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,4.0,2.0,USA-Other,13.527829818844937,13.527829818844937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,649.0,0.08,0.0,0.10379324718632764,0.05210504376823676,1
1500000.0,1.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1.0,1.0,Unknown,14.220976332738882,0.0,0.0,14.220976332738882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,578.0,0.13821138211382114,0.07967479674796749,0.042270058708414875,0.07632093933463796,1
1347000.0,2.0,100000.0,1247000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,9.0,3.0,USA-Other,14.113391197782724,11.51293546492023,14.036252026586471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,17.0,0.08349514563106795,0.1087378640776699,0.10379324718632764,0.05210504376823676,1
36500000.0,5.0,0.0,35500000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,12500000.0,12500000.0,2006.0,8.0,3.0,USA-Other,17.41282284594998,0.0,17.385043282614657,0.0,0.0,0.0,13.815511557963774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,87.0,0.10604956268221574,0.05612244897959184,0.10379324718632764,0.05210504376823676,0
