funding_total_usd,funding_rounds,seed,venture,angel,grant,private_equity,debt_financing,equity_crowdfunding,convertible_note,undisclosed,product_crowdfunding,post_ipo_equity,post_ipo_debt,secondary_market,round_A,round_B,round_C,founded_year,founded_month,founded_quarter,log_funding_total_usd,log_seed,log_venture,log_angel,log_grant,log_private_equity,log_debt_financing,log_equity_crowdfunding,log_convertible_note,log_undisclosed,log_product_crowdfunding,log_post_ipo_equity,log_post_ipo_debt,log_secondary_market,log_round_A,log_round_B,log_round_C,has_round_A,has_round_B,has_round_C,round_D_plus,log_round_D_plus,had_angel,never_funded,days_to_first_funding,market_enc_acquired,market_enc_closed,country_code_enc_acquired,country_code_enc_closed,status_code
150000.0,1.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,1.0,11.918397239722838,11.918397239722838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,120.0,0.0259571706683971,0.0240103828682673,0.092378752886836,0.0646651270207852,0
7000000.0,1.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,10.0,4.0,15.76142084987672,0.0,0.0,0.0,0.0,0.0,15.76142084987672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,3151.0,0.0597014925373134,0.044776119402985,0.092378752886836,0.0646651270207852,0
4650000.0,2.0,150000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,2011.0,1.0,1.0,15.35237799261728,11.918397239722838,15.319588176962746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.319588176962746,0.0,0.0,1,0,0,0.0,0.0,0,0,160.0,0.0,0.1111111111111111,0.1037932471863276,0.0521050437682367,0
32500.0,1.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,1.0,10.389026137075234,10.389026137075234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,592.0,0.0234375,0.0546875,0.1037932471863276,0.0521050437682367,0
750000.0,1.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,4.0,2.0,13.527829818844936,13.527829818844936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,649.0,0.08,0.0,0.1037932471863276,0.0521050437682367,0
1500000.0,1.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1.0,1.0,14.220976332738882,0.0,0.0,14.220976332738882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,0,578.0,0.1382113821138211,0.0796747967479674,0.0422700587084148,0.0763209393346379,0
1347000.0,2.0,100000.0,1247000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,9.0,3.0,14.113391197782724,11.51293546492023,14.036252026586473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,17.0,0.0834951456310679,0.1087378640776699,0.1037932471863276,0.0521050437682367,0
36500000.0,5.0,0.0,35500000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,12500000.0,12500000.0,2006.0,8.0,3.0,17.41282284594998,0.0,17.385043282614657,0.0,0.0,0.0,13.815511557963774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76142084987672,16.341239282272525,16.341239282272525,1,1,1,0.0,0.0,0,0,87.0,0.1060495626822157,0.0561224489795918,0.1037932471863276,0.0521050437682367,1
50000.0,1.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1.0,1.0,10.819798284210286,10.819798284210286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,578.0,0.0485355648535564,0.0422594142259414,0.1037932471863276,0.0521050437682367,0
25000000.0,1.0,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.0,2012.0,10.0,4.0,17.034386422832473,0.0,17.034386422832473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.034386422832473,0.0,0,1,0,0.0,0.0,0,0,574.0,0.0384615384615384,0.0384615384615384,0.092378752886836,0.0646651270207852,0
